seed,update,parameter_id,parameter_name,shape,rank_label,rank,rank_kind,energy_target,factor_precision,configuration,numel,fp32_bits,direct_int4_metadata_bits,storage_idealized_bits,storage_metadata_bits,storage_ratio_vs_fp32,compression_ratio_vs_fp32,extra_storage_vs_int4,low_rank_energy_fraction,raw_relative_l2,raw_cosine,raw_norm_ratio,update_relative_l2,update_cosine,update_norm_ratio,exact_polar_relative_l2,exact_polar_cosine,exact_polar_norm_ratio
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",energy_25,1,energy,0.25,fp16,energy_25_fp16,442368,14155776,1776536,1794064,1801128,0.1272362603081597,7.859394779271656,0.013842669104369402,0.3495803475379944,0.14791536331176758,0.9890832304954529,1.0017659664154053,0.8020299077033997,0.6784345507621765,1.0001814365386963,0.7622774243354797,0.7094684839248657,1.0000003576278687
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",energy_25,1,energy,0.25,bf16_uv_fp32_sigma,energy_25_bf16_uv_fp32_sigma,442368,14155776,1776536,1794080,1801144,0.12723739058883102,7.859324962357257,0.013851675395263592,0.3495803475379944,0.14791876077651978,0.9890826344490051,1.0017462968826294,0.8020305633544922,0.6784340143203735,1.000181794166565,0.7622772455215454,0.7094681262969971,1.0000009536743164
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",energy_25,1,energy,0.25,fp16_uv_fp32_sigma,energy_25_fp16_uv_fp32_sigma,442368,14155776,1776536,1794080,1801144,0.12723739058883102,7.859324962357257,0.013851675395263592,0.3495803475379944,0.14791527390480042,0.9890825152397156,1.0017116069793701,0.8020302653312683,0.6784338355064392,1.0001804828643799,0.762277364730835,0.7094684839248657,1.0000003576278687
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",energy_50,2,energy,0.5,fp32,energy_50_fp32,442368,14155776,1776536,1867840,1874904,0.13244798448350695,7.550133766848862,0.05537067641747761,0.5091644525527954,0.12800754606723785,0.9918208718299866,1.0014108419418335,0.7600719928741455,0.7126919627189636,1.0053226947784424,0.7164865732192993,0.7433263659477234,1.0
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",energy_50,2,energy,0.5,bf16,energy_50_bf16,442368,14155776,1776536,1818656,1825720,0.12897350169994212,7.753530661875863,0.027685338208738804,0.5091644525527954,0.1280221790075302,0.9918152689933777,1.0009392499923706,0.7600814700126648,0.7126813530921936,1.0053104162216187,0.7164867520332336,0.7433261275291443,1.000000238418579
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",energy_50,2,energy,0.5,fp16,energy_50_fp16,442368,14155776,1776536,1818656,1825720,0.12897350169994212,7.753530661875863,0.027685338208738804,0.5091644525527954,0.12800844013690948,0.9918216466903687,1.0014747381210327,0.7600705623626709,0.7126926779747009,1.0053244829177856,0.7164866924285889,0.7433264255523682,0.9999998807907104
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",energy_50,2,energy,0.5,bf16_uv_fp32_sigma,energy_50_bf16_uv_fp32_sigma,442368,14155776,1776536,1818688,1825752,0.1289757622612847,7.753394765554138,0.027703350790527183,0.5091644525527954,0.12801922857761383,0.991820216178894,1.0014443397521973,0.7600714564323425,0.7126924395561218,1.0053231716156006,0.7164867520332336,0.7433261275291443,1.000000238418579
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",energy_50,2,energy,0.5,fp16_uv_fp32_sigma,energy_50_fp16_uv_fp32_sigma,442368,14155776,1776536,1818688,1825752,0.1289757622612847,7.753394765554138,0.027703350790527183,0.5091644525527954,0.12800812721252441,0.9918208718299866,1.0014047622680664,0.7600722312927246,0.7126916646957397,1.0053231716156006,0.7164866328239441,0.7433264851570129,0.9999998211860657
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",energy_75,8,energy,0.75,fp32,energy_75_fp32,442368,14155776,1776536,2162944,2170008,0.15329488118489584,6.523375029032151,0.22148270566991043,0.7521660923957825,0.08963804692029953,0.9959882497787476,1.00090491771698,0.6406106948852539,0.7976142168045044,1.013408899307251,0.5981202125549316,0.821128785610199,1.000000238418579
0,128,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"[1152, 384]",energy_75,8,energy,0.75,bf16,energy_75_bf16,442368,14155776,1776536,1966208,1973272,0.13939695005063657,7.1737581032924,0.11074135283495522,0.7521660923957825,0.08968377858400345,0.9959831237792969,1.0006048679351807,0.640630304813385,0.7975981831550598,1.0133872032165527,0.598120391368866,0.8211281299591064,1.0000005960464478
