seed,update,parameter_id,method,t,exact_polar_distortion,exact_polar_relative_l2,s_perp,s_full
1,4096,transformer.h.5.mlp.c_proj.weight,direct_scalar_int4,0.2,0.008498143007779513,0.13036980484594693,0.6557062670221422,0.6557062670221446
1,4096,transformer.h.5.mlp.c_proj.weight,direct_scalar_int4,0.4,0.03212575296208764,0.2534788076431281,0.6557062670221422,0.6557062670221446
1,4096,transformer.h.5.mlp.c_proj.weight,direct_scalar_int4,0.6,0.0663317981097633,0.3642301418327948,0.6557062670221422,0.6557062670221446
1,4096,transformer.h.5.mlp.c_proj.weight,direct_scalar_int4,0.8,0.10646898224657508,0.4614520175415499,0.6557062670221422,0.6557062670221446
1,4096,transformer.h.5.mlp.c_proj.weight,direct_scalar_int4,1.0,0.14903492767441284,0.5459577413581002,0.6557062670221422,0.6557062670221446
1,4096,transformer.h.5.mlp.c_proj.weight,direct_scalar_int4,1.25,0.2022730782337634,0.6360394299629082,0.6557062670221422,0.6557062670221446
1,4096,transformer.h.5.mlp.c_proj.weight,direct_scalar_int4,1.5,0.253320693629815,0.7117874593301321,0.6557062670221422,0.6557062670221446
1,4096,transformer.h.5.mlp.c_proj.weight,structural_scalar_int3_p98_k8,0.05,0.00023988040164990565,0.021903442727519266,0.43665216773443744,0.4366521677344349
1,4096,transformer.h.5.mlp.c_proj.weight,structural_scalar_int3_p98_k8,0.1,0.0009647318841361496,0.04392566184235465,0.43665216773443744,0.4366521677344349
1,4096,transformer.h.5.mlp.c_proj.weight,structural_scalar_int3_p98_k8,0.2,0.0038883028420356736,0.08818506497182395,0.43665216773443744,0.4366521677344349
1,4096,transformer.h.5.mlp.c_proj.weight,structural_scalar_int3_p98_k8,0.4,0.015586006870960234,0.17655597906028309,0.43665216773443744,0.4366521677344349
1,4096,transformer.h.5.mlp.c_proj.weight,structural_scalar_int3_p98_k8,0.6,0.03455975109185261,0.26290588084657335,0.43665216773443744,0.4366521677344349
1,4096,transformer.h.5.mlp.c_proj.weight,structural_scalar_int3_p98_k8,0.8,0.05965439011839235,0.345411030855698,0.43665216773443744,0.4366521677344349
1,4096,transformer.h.5.mlp.c_proj.weight,structural_scalar_int3_p98_k8,1.0,0.08939342075381551,0.4228319305677432,0.43665216773443744,0.4366521677344349
1,4096,transformer.h.5.mlp.c_proj.weight,structural_scalar_int3_p98_k8,1.25,0.13083233793833182,0.5115316958671086,0.43665216773443744,0.4366521677344349
1,4096,transformer.h.5.mlp.c_proj.weight,structural_scalar_int3_p98_k8,1.5,0.17469486010503166,0.5910919727166601,0.43665216773443744,0.4366521677344349
1,4096,transformer.h.5.mlp.c_proj.weight,structural_int4_k8,0.05,0.00018148104077253535,0.01905156375616057,0.38043066279330645,0.38043066279330745
1,4096,transformer.h.5.mlp.c_proj.weight,structural_int4_k8,0.1,0.0007276183440872996,0.03814756464292813,0.38043066279330645,0.38043066279330745
1,4096,transformer.h.5.mlp.c_proj.weight,structural_int4_k8,0.2,0.0029168171007327715,0.07637823120151632,0.38043066279330645,0.38043066279330745
1,4096,transformer.h.5.mlp.c_proj.weight,structural_int4_k8,0.4,0.011603346085666155,0.1523374286619817,0.38043066279330645,0.38043066279330745
1,4096,transformer.h.5.mlp.c_proj.weight,structural_int4_k8,0.6,0.025641505212425253,0.22645752454899626,0.38043066279330645,0.38043066279330745
1,4096,transformer.h.5.mlp.c_proj.weight,structural_int4_k8,0.8,0.04427128509100875,0.2975610360615565,0.38043066279330645,0.38043066279330745
1,4096,transformer.h.5.mlp.c_proj.weight,structural_int4_k8,1.0,0.06654321762731186,0.3648101358989781,0.38043066279330645,0.38043066279330745
1,4096,transformer.h.5.mlp.c_proj.weight,structural_int4_k8,1.25,0.09801045127546326,0.442742478819167,0.38043066279330645,0.38043066279330745
1,4096,transformer.h.5.mlp.c_proj.weight,structural_int4_k8,1.5,0.131900289878368,0.5136152059243803,0.38043066279330645,0.38043066279330745
1,4096,transformer.h.5.mlp.c_proj.weight,structural_vq64_int3_k8,0.05,0.00014793033157367574,0.017200600662810275,0.3429299362164271,0.3429299362164277
1,4096,transformer.h.5.mlp.c_proj.weight,structural_vq64_int3_k8,0.1,0.0005951036725949654,0.03449938180906966,0.3429299362164271,0.3429299362164277
1,4096,transformer.h.5.mlp.c_proj.weight,structural_vq64_int3_k8,0.2,0.002403248333037511,0.06932890209775944,0.3429299362164271,0.3429299362164277
1,4096,transformer.h.5.mlp.c_proj.weight,structural_vq64_int3_k8,0.4,0.00972337139995827,0.1394515786928715,0.3429299362164271,0.3429299362164277
1,4096,transformer.h.5.mlp.c_proj.weight,structural_vq64_int3_k8,0.6,0.021898019802386592,0.20927503340052567,0.3429299362164271,0.3429299362164277
1,4096,transformer.h.5.mlp.c_proj.weight,structural_vq64_int3_k8,0.8,0.03856527219814554,0.2777238635701142,0.3429299362164271,0.3429299362164277
1,4096,transformer.h.5.mlp.c_proj.weight,structural_vq64_int3_k8,1.0,0.05911804845210167,0.3438547613516657,0.3429299362164271,0.3429299362164277
1,4096,transformer.h.5.mlp.c_proj.weight,structural_vq64_int3_k8,1.25,0.08911647879357243,0.4221764531415232,0.3429299362164271,0.3429299362164277
1,4096,transformer.h.5.mlp.c_proj.weight,structural_vq64_int3_k8,1.5,0.12245687045606457,0.4948876043225833,0.3429299362164271,0.3429299362164277
