seed,update,parameter_id,parameter_name,shape,numel,rank,method,evaluation_scope,pairing,codewords,nominal_bits_per_value,scale,paired_vectors,singleton_values,zero_pair_fraction,codebook_occupied,mean_vector_error,mean_alpha,storage_ratio_vs_fp32_unamortized,persistent_bits_unamortized,shared_codebook_bits,fp32_bits,vector_mean_magnitude_relative_error,vector_mean_direction_cosine,vector_mean_angular_error_deg,vector_small_norm_magnitude_error,vector_large_norm_magnitude_error,residual_relative_l2,residual_cosine,residual_norm_ratio,full_state_raw_relative_l2,full_state_raw_cosine,full_state_raw_norm_ratio,update_relative_l2,update_cosine,update_norm_ratio,evaluation_wall_seconds,source_seed_role,scalar_int3_update_cosine,delta_vs_scalar_int3,structural_int4_update_cosine,exact_polar_relative_l2,exact_polar_cosine,exact_polar_norm_ratio,spectral_danger_diagonal_fraction_error,spectral_danger_cross_fraction_error,spectral_danger_associated_fraction_error,spectral_local_mixing_fraction_error,spectral_medium_mixing_fraction_error,spectral_distant_mixing_fraction_error,spectral_danger_diagonal_energy,spectral_danger_cross_energy,storage_ratio_amortized_global_codebook
1,2048,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"(1024, 384)",393216,4,spectral_local_mse64,seed1_sample,spectral-local,64,3.0,p98,73728,0,0.01643880270421505,,,,1.476742426554362,18581720,4096,12582912,,,,,,0.9999998211860657,0.16581596434116364,1.3805330354443868e-06,0.7139843702316284,0.7001689076423645,0.7005643844604492,0.9949755072593689,0.10022765398025513,0.10453300923109055,,,,,,,,,,,,,,,,,1.5302884056454613
1,2048,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"(1024, 384)",393216,8,spectral_local_mse64,seed1_sample,spectral-local,64,3.0,p98,73728,0,0.0158962681889534,,,,1.483908971150716,18671896,4096,12582912,,,,,,0.9999998211860657,0.1551118642091751,1.4635930938311503e-06,0.6721657514572144,0.7404078245162964,0.7408128976821899,0.9914925694465637,0.1310388147830963,0.1461154818534851,,,,,,,,,,,,,,,,,1.5377346947079613
1,4096,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",442368,4,spectral_local_mse64,seed1_sample,spectral-local,64,3.0,p98,73728,0,0.0202365443110466,,,,1.434820669668692,20311000,4096,14155776,,,,,,0.9999994039535522,0.291159987449646,2.0243892322469037e-06,0.5063709020614624,0.8623171448707581,0.8613619208335876,0.9953047037124634,0.09723565727472305,0.10653365403413773,,,,,,,,,,,,,,,,,1.5302884056454613
1,4096,transformer.h.0.attn.c_attn.weight,transformer.h.0.attn.c_attn.weight,"(1152, 384)",442368,8,spectral_local_mse64,seed1_sample,spectral-local,64,3.0,p98,73728,0,0.0220675989985466,,,,1.4417696352358218,20409368,4096,14155776,,,,,,0.9999995827674866,0.24329183995723724,2.320866315130843e-06,0.42932912707328796,0.903149425983429,0.9022983312606812,0.9909229278564453,0.13471436500549316,0.14338840544223785,,,,,,,,,,,,,,,,,1.5377346947079613
1,4096,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",147456,4,spectral_local_mse64,seed1_sample,spectral-local,64,3.0,p98,73728,0,0.0179578997194767,,,,2.10556877983941,9935320,4096,4718592,,,,,,0.9999997019767761,0.22334377467632294,1.380849880661117e-06,0.45081260800361633,0.8926219344139099,0.8940977454185486,0.9928032755851746,0.11983969807624817,0.11538007110357285,,,,,,,,,,,,,,,,,1.5302884056454613
1,4096,transformer.h.0.attn.c_proj.weight,transformer.h.0.attn.c_proj.weight,"(384, 384)",147456,8,spectral_local_mse64,seed1_sample,spectral-local,64,3.0,p98,73728,0,0.0178358294069767,,,,2.115999009874132,9984536,4096,4718592,,,,,,0.9999997019767761,0.2027839571237564,1.6180877082661027e-06,0.3722463548183441,0.9281368851661682,0.929598331451416,0.9878849387168884,0.15519528090953827,0.15460394322872162,,,,,,,,,,,,,,,,,1.5377346947079613
1,4096,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",393216,4,spectral_local_mse64,seed1_sample,spectral-local,64,3.0,p98,73728,0,0.0200059674680233,,,,1.476742426554362,18581720,4096,12582912,,,,,,0.9999997615814209,0.16446846723556519,1.3438399264487089e-06,0.7124725580215454,0.7017070651054382,0.7017582654953003,0.9951255917549133,0.09897005558013916,0.10730371624231339,,,,,,,,,,,,,,,,,1.5302884056454613
1,4096,transformer.h.0.mlp.w1.weight,transformer.h.0.mlp.w1.weight,"(1024, 384)",393216,8,spectral_local_mse64,seed1_sample,spectral-local,64,3.0,p98,73728,0,0.01973470114171505,,,,1.483908971150716,18671896,4096,12582912,,,,,,0.9999998211860657,0.15994280576705933,1.4186869066179497e-06,0.6717647910118103,0.7407705187797546,0.7408398985862732,0.9921343922615051,0.12731991708278656,0.15059252083301544,,,,,,,,,,,,,,,,,1.5377346947079613
1,4096,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"(1024, 384)",393216,4,spectral_local_mse64,seed1_sample,spectral-local,64,3.0,p98,73728,0,0.01801215298473835,,,,1.476742426554362,18581720,4096,12582912,,,,,,0.9999997615814209,0.16276815533638,1.3510624512491631e-06,0.7228490710258484,0.6910116672515869,0.6914384365081787,0.9954133033752441,0.09615395218133926,0.10575126856565475,,,,,,,,,,,,,,,,,1.5302884056454613
1,4096,transformer.h.0.mlp.w2.weight,transformer.h.0.mlp.w2.weight,"(1024, 384)",393216,8,spectral_local_mse64,seed1_sample,spectral-local,64,3.0,p98,73728,0,0.0187038853764534,,,,1.483908971150716,18671896,4096,12582912,,,,,,0.9999998211860657,0.15745168924331665,1.42466467423219e-06,0.6812009215354919,0.7321017384529114,0.7323988080024719,0.9918867945671082,0.12853968143463135,0.14758850634098053,,,,,,,,,,,,,,,,,1.5377346947079613
