seed,update,parameter_id,method,delta_magnitude_energy,delta_symmetric_energy,delta_skew_energy,delta_out_of_subspace_energy
0,128,transformer.h.2.mlp.c_proj.weight,pair_local_skew_hutchinson,3.5530768273857416,37.23677775638872,81.88805505213524,537.3116824745726
0,128,transformer.h.2.mlp.c_proj.weight,mix_025,-0.08517892746157862,1.0147560791794605,1.3900029548234887,5.414862628789685
0,128,transformer.h.2.mlp.c_proj.weight,mix_050,-0.07561301137726911,0.8655701843774031,1.1470187297573684,4.599409165410883
0,128,transformer.h.2.mlp.c_proj.weight,mix_075,-0.04889581587663233,0.5417679761129044,0.8603122046957878,3.538114544753107
0,128,transformer.h.3.attn.c_attn.weight,mse,0.0,0.0,0.0,0.0
0,128,transformer.h.3.attn.c_attn.weight,pair_local_frechet_hutchinson,0.045964193486855986,6.443511609190793,9.999313114944698,11.835516130377442
0,128,transformer.h.3.attn.c_attn.weight,pair_local_skew_hutchinson,2.5930159655213956,177.25775041895378,297.8622095226953,397.54882666760363
0,128,transformer.h.3.attn.c_attn.weight,mix_025,33.26093995193157,1269.2768994569174,2156.472046115512,2230.971017186507
0,128,transformer.h.3.attn.c_attn.weight,mix_050,9.24590146467661,414.4010027358555,704.1701040484471,747.7820316465841
0,128,transformer.h.3.attn.c_attn.weight,mix_075,1.7423344576477215,105.89388240659652,179.35625374702767,205.53275337559216
0,128,transformer.h.3.attn.c_proj.weight,mse,0.0,0.0,0.0,0.0
0,128,transformer.h.3.attn.c_proj.weight,pair_local_frechet_hutchinson,0.06632228131924323,14.767109718706507,17.260700348750532,0.0
0,128,transformer.h.3.attn.c_proj.weight,pair_local_skew_hutchinson,1.8676785719134652,145.8619253701112,196.1831375462411,0.0
0,128,transformer.h.3.attn.c_proj.weight,mix_025,0.059108479867533203,2.418695513409233,3.519019208967933,0.0
0,128,transformer.h.3.attn.c_proj.weight,mix_050,-0.12673640340679504,4.241655851891238,4.150992934940689,0.0
0,128,transformer.h.3.attn.c_proj.weight,mix_075,-0.1816943351807676,5.015279644191651,6.353567110522391,0.0
0,128,transformer.h.3.mlp.w1.weight,mse,0.0,0.0,0.0,0.0
0,128,transformer.h.3.mlp.w1.weight,pair_local_frechet_hutchinson,0.19554711677702796,2.7565246989735313,6.872552773161354,29.702201051449023
0,128,transformer.h.3.mlp.w1.weight,pair_local_skew_hutchinson,5.02273943712972,38.45817982459644,93.84685343920872,600.304924725417
0,128,transformer.h.3.mlp.w1.weight,mix_025,-0.09876900393553395,3.692633078091993,7.410094237824646,28.783142425921966
0,128,transformer.h.3.mlp.w1.weight,mix_050,-0.03841907338521722,2.8277180981527925,5.697132068161418,21.340936760022203
0,128,transformer.h.3.mlp.w1.weight,mix_075,0.05063166946954889,1.585173858951885,3.413625546167607,12.516525003441373
0,128,transformer.h.3.mlp.w2.weight,mse,0.0,0.0,0.0,0.0
0,128,transformer.h.3.mlp.w2.weight,pair_local_frechet_hutchinson,0.20494207939827236,2.8840502357363187,8.34276464328058,34.29778540302995
0,128,transformer.h.3.mlp.w2.weight,pair_local_skew_hutchinson,5.100538884334682,42.36218842094778,112.75158199474645,710.3531876948455
0,128,transformer.h.3.mlp.w2.weight,mix_025,-0.24574679810921052,4.732008656690716,9.146180981569293,39.55798147255011
0,128,transformer.h.3.mlp.w2.weight,mix_050,-0.16325414563872154,3.3317653285395137,7.089274738281782,28.706201990004715
0,128,transformer.h.3.mlp.w2.weight,mix_075,-0.06655839590396129,1.9127727278856579,4.695645525739083,17.33929706301609
0,128,transformer.h.3.mlp.c_proj.weight,mse,0.0,0.0,0.0,0.0
0,128,transformer.h.3.mlp.c_proj.weight,pair_local_frechet_hutchinson,0.14882825973563585,2.1337475675201887,4.837226744675958,23.913127921967586
0,128,transformer.h.3.mlp.c_proj.weight,pair_local_skew_hutchinson,4.109525496694429,37.39833761892855,83.04926889950843,543.8535245612685
0,128,transformer.h.3.mlp.c_proj.weight,mix_025,-0.06759747305431424,0.999131574691063,1.4713705065561964,5.303426905641658
0,128,transformer.h.3.mlp.c_proj.weight,mix_050,-0.06434918443944404,0.8342048615973869,1.218020154164142,4.287612445556746
0,128,transformer.h.3.mlp.c_proj.weight,mix_075,-0.042991511690547435,0.5594078534612184,0.7458505995086053,3.5284457954985413
