seed,update,parameter_id,shape,method_a,method_b,raw_relative_difference,raw_error_a,raw_error_b,gram_error_a,gram_error_b,update_distortion_a,update_distortion_b,smaller_gram_method,smaller_update_distortion_method,gram_orders_update
0,512,transformer.h.5.mlp.c_proj.weight,"(384, 1024)",structural_int4_k8,structural_vq64_int3_k8,0.04833633048386524,0.13036295771598816,0.13682028651237488,0.022245893254876137,0.027708306908607483,0.06643480062484741,0.0612640380859375,structural_int4_k8,structural_vq64_int3_k8,False
0,1024,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,structural_vq64_int3_k8,0.03497796565798274,0.09107348322868347,0.09431575238704681,0.017172567546367645,0.01998004876077175,0.2284345030784607,0.2306918501853943,structural_int4_k8,structural_int4_k8,True
0,1024,transformer.h.0.attn.c_proj.weight,"(384, 384)",structural_int4_k8,structural_vq64_int3_k8,0.021927691878767478,0.09320766478776932,0.09527415037155151,0.0188538059592247,0.02277987450361252,0.268313467502594,0.27015262842178345,structural_int4_k8,structural_int4_k8,True
0,1024,transformer.h.1.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,structural_vq64_int3_k8,0.028127269749833834,0.09532183408737183,0.09804122149944305,0.0169727373868227,0.01959661766886711,0.26264286041259766,0.26363706588745117,structural_int4_k8,structural_int4_k8,True
0,1024,transformer.h.1.attn.c_proj.weight,"(384, 384)",structural_int4_k8,structural_vq64_int3_k8,0.024716409595901045,0.07597926259040833,0.07788069546222687,0.0088154012337327,0.009822938591241837,0.2824220061302185,0.2806064486503601,structural_int4_k8,structural_vq64_int3_k8,False
0,1024,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,structural_vq64_int3_k8,0.030220739450353168,0.051978208124637604,0.053573127835989,0.007684301119297743,0.00878532137721777,0.20688354969024658,0.2042536735534668,structural_int4_k8,structural_vq64_int3_k8,False
0,1024,transformer.h.2.mlp.c_proj.weight,"(384, 1024)",direct_scalar_int4,structural_scalar_int3_p98_k8,0.035514234032086235,0.2193106710910797,0.21165791153907776,0.11044817417860031,0.11121994256973267,0.1061219573020935,0.09603822231292725,direct_scalar_int4,structural_scalar_int3_p98_k8,False
0,1024,transformer.h.3.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,structural_vq64_int3_k8,0.02966725450732179,0.08272918313741684,0.08522048592567444,0.010423903353512287,0.012441052123904228,0.28099071979522705,0.2814006209373474,structural_int4_k8,structural_int4_k8,True
0,1024,transformer.h.3.attn.c_proj.weight,"(384, 384)",structural_int4_k8,structural_vq64_int3_k8,0.02132326870742578,0.08852245658636093,0.09043038636445999,0.013171074911952019,0.01449297834187746,0.289533793926239,0.28363674879074097,structural_int4_k8,structural_vq64_int3_k8,False
0,1024,transformer.h.3.mlp.w1.weight,"(1024, 384)",direct_scalar_int4,structural_scalar_int3_p98_k8,0.0037850833943427827,0.1925465613603592,0.19327674806118011,0.06971713155508041,0.06560119986534119,0.10510605573654175,0.10680657625198364,structural_scalar_int3_p98_k8,direct_scalar_int4,False
0,1024,transformer.h.3.mlp.w2.weight,"(1024, 384)",direct_scalar_int4,structural_scalar_int3_p98_k8,0.0021054862787423393,0.19340284168720245,0.19381047785282135,0.07176171243190765,0.06930822134017944,0.10921186208724976,0.110287606716156,structural_scalar_int3_p98_k8,direct_scalar_int4,False
