seed,update,parameter_id,shape,method,actual_polar_cosine,actual_polar_distortion,cached_polar_cosine,predicted_polar_distortion,predicted_relative_l2,magnitude_delta_norm,symmetric_delta_norm,skew_delta_norm,outside_delta_norm
0,128,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,0.6816617276451751,0.3183382723548249,0.6816623210906982,0.4937197402187854,1.7033496978977463,0.0,0.0,18.383663931960985,27.859917859417557
0,128,transformer.h.4.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,0.46352426380253386,0.5364757361974661,0.4635249376296997,0.7934516326454243,4.737097250638381,0.0,0.0,51.54726690247068,77.20004088187315
0,512,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,0.7166490157423033,0.28335098425769667,0.716650128364563,0.3752783394246927,1.2499172871152722,0.0,0.0,12.718284593110646,20.93237385535415
0,512,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,0.7952324933062672,0.20476750669373278,0.7952339053153992,0.26515686248976267,0.922972638029417,0.0,0.0,9.43146625221813,15.432690439740206
0,512,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,0.7934557856516582,0.2065442143483418,0.7934566736221313,0.2582180470487925,0.9040987849223288,0.0,0.0,9.308555778783912,15.074133697107424
0,512,transformer.h.0.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,0.6178597885640663,0.3821402114359337,0.6178607940673828,0.5389524239283612,1.924699934124013,0.0,0.0,19.522686625143965,32.27037994134861
0,512,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,0.6427130920765178,0.35728690792348217,0.6427140831947327,0.5204111425693129,1.8296849471426888,0.0,0.0,16.743011320459047,31.704929309153904
0,512,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,0.7218359803865028,0.27816401961349724,0.7218371629714966,0.40925921937349696,1.365852296297839,0.0,0.0,12.552611769668065,23.638991693613413
0,512,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,0.7209329732388341,0.2790670267611659,0.7209336757659912,0.3998322803906148,1.3327565015403477,0.0,0.0,12.267556000790455,23.05604307619923
0,512,transformer.h.2.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,0.539047715745187,0.46095228425481305,0.5390487313270569,0.6774563326696128,2.9346654473110347,0.0,0.0,27.08718812975217,50.72851884446714
0,512,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,0.6113022329312447,0.38869776706875525,0.6113033294677734,0.583374872454703,2.1820136573450246,0.0,0.0,20.87910523208946,37.31422842788474
0,512,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,0.6880238064425802,0.3119761935574198,0.6880246996879578,0.47606600748516137,1.6257052014520017,0.0,0.0,15.550151542461508,27.80413322267583
0,512,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,0.6897340069076394,0.3102659930923606,0.689734935760498,0.464870879657553,1.5786351715320908,0.0,0.0,15.022414585961373,27.04230355404797
0,512,transformer.h.4.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,0.5316903996244344,0.46830960037556557,0.5316914319992065,0.7041856300934017,3.229216891208977,0.0,0.0,31.10774367682526,55.10523345332773
0,1024,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,0.7097789909835992,0.2902210090164008,0.7097803354263306,0.39221484492768643,1.3065564023337857,0.0,0.0,13.490692077000737,21.760540751333828
0,1024,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,0.7890829496711602,0.21091705032883978,0.7890845537185669,0.28249718985699523,0.9708113154055626,0.0,0.0,9.986190701596758,16.192123604171332
0,1024,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,0.7858288627218443,0.21417113727815573,0.7858298420906067,0.276897167649805,0.9552509194056812,0.0,0.0,9.857737711774192,15.913055332809051
